frame.time_epoch,ip.src,ip.dst,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,ip.proto,frame.len,tcp.flags,src_port,dst_port,tcp.flags.int,flag_fin,flag_syn,flag_rst,flag_psh,flag_ack,flag_urg,http.request.method,http.request.uri,http.host,data.text
1761394672.644554,44.228.249.3,192.168.1.74,80,17289,0,0,6,60,0x0012,80,17289,18,0,1,0,0,1,0,,,,
1761394672.644964,44.228.249.3,192.168.1.74,80,60811,0,0,6,60,0x0012,80,60811,18,0,1,0,0,1,0,,,,
1761394672.645119,44.228.249.3,192.168.1.74,80,35783,0,0,6,60,0x0012,80,35783,18,0,1,0,0,1,0,,,,
1761394672.645119,44.228.249.3,192.168.1.74,80,13738,0,0,6,60,0x0012,80,13738,18,0,1,0,0,1,0,,,,
1761394672.645726,44.228.249.3,192.168.1.74,80,57370,0,0,6,60,0x0012,80,57370,18,0,1,0,0,1,0,,,,
1761394672.645726,44.228.249.3,192.168.1.74,80,65163,0,0,6,60,0x0012,80,65163,18,0,1,0,0,1,0,,,,
1761394672.645726,44.228.249.3,192.168.1.74,80,23763,0,0,6,60,0x0012,80,23763,18,0,1,0,0,1,0,,,,
1761394672.646572,44.228.249.3,192.168.1.74,80,56764,0,0,6,60,0x0012,80,56764,18,0,1,0,0,1,0,,,,
1761394672.646573,44.228.249.3,192.168.1.74,80,24322,0,0,6,60,0x0012,80,24322,18,0,1,0,0,1,0,,,,
1761394672.646573,44.228.249.3,192.168.1.74,80,58323,0,0,6,60,0x0012,80,58323,18,0,1,0,0,1,0,,,,
1761394672.647014,44.228.249.3,192.168.1.74,80,60578,0,0,6,60,0x0012,80,60578,18,0,1,0,0,1,0,,,,
1761394672.647014,44.228.249.3,192.168.1.74,80,49035,0,0,6,60,0x0012,80,49035,18,0,1,0,0,1,0,,,,
1761394672.647733,44.228.249.3,192.168.1.74,80,38596,0,0,6,60,0x0012,80,38596,18,0,1,0,0,1,0,,,,
1761394672.647733,44.228.249.3,192.168.1.74,80,48491,0,0,6,60,0x0012,80,48491,18,0,1,0,0,1,0,,,,
1761394672.647733,44.228.249.3,192.168.1.74,80,55375,0,0,6,60,0x0012,80,55375,18,0,1,0,0,1,0,,,,
1761394672.648743,44.228.249.3,192.168.1.74,80,18786,0,0,6,60,0x0012,80,18786,18,0,1,0,0,1,0,,,,
1761394672.648743,44.228.249.3,192.168.1.74,80,34807,0,0,6,60,0x0012,80,34807,18,0,1,0,0,1,0,,,,
1761394672.649045,44.228.249.3,192.168.1.74,80,21988,0,0,6,60,0x0012,80,21988,18,0,1,0,0,1,0,,,,
1761394672.649046,44.228.249.3,192.168.1.74,80,41193,0,0,6,60,0x0012,80,41193,18,0,1,0,0,1,0,,,,
1761394672.650836,44.228.249.3,192.168.1.74,80,24954,0,0,6,60,0x0012,80,24954,18,0,1,0,0,1,0,,,,
1761394672.650836,44.228.249.3,192.168.1.74,80,63851,0,0,6,60,0x0012,80,63851,18,0,1,0,0,1,0,,,,
1761394672.650836,44.228.249.3,192.168.1.74,80,29935,0,0,6,60,0x0012,80,29935,18,0,1,0,0,1,0,,,,
1761394672.650836,44.228.249.3,192.168.1.74,80,53558,0,0,6,60,0x0012,80,53558,18,0,1,0,0,1,0,,,,
1761394672.650836,44.228.249.3,192.168.1.74,80,38300,0,0,6,60,0x0012,80,38300,18,0,1,0,0,1,0,,,,
1761394672.650836,44.228.249.3,192.168.1.74,80,5977,0,0,6,60,0x0012,80,5977,18,0,1,0,0,1,0,,,,
1761394672.650836,44.228.249.3,192.168.1.74,80,30234,0,0,6,60,0x0012,80,30234,18,0,1,0,0,1,0,,,,
1761394672.650836,44.228.249.3,192.168.1.74,80,28284,0,0,6,60,0x0012,80,28284,18,0,1,0,0,1,0,,,,
1761394672.651488,44.228.249.3,192.168.1.74,80,30709,0,0,6,60,0x0012,80,30709,18,0,1,0,0,1,0,,,,
1761394672.654626,44.228.249.3,192.168.1.74,80,51954,0,0,6,60,0x0012,80,51954,18,0,1,0,0,1,0,,,,
1761394672.654633,44.228.249.3,192.168.1.74,80,28657,0,0,6,60,0x0012,80,28657,18,0,1,0,0,1,0,,,,
1761394672.654633,44.228.249.3,192.168.1.74,80,89,0,0,6,60,0x0012,80,89,18,0,1,0,0,1,0,,,,
1761394672.654633,44.228.249.3,192.168.1.74,80,65414,0,0,6,60,0x0012,80,65414,18,0,1,0,0,1,0,,,,
1761394672.655152,44.228.249.3,192.168.1.74,80,353,0,0,6,60,0x0012,80,353,18,0,1,0,0,1,0,,,,
1761394672.655152,44.228.249.3,192.168.1.74,80,58002,0,0,6,60,0x0012,80,58002,18,0,1,0,0,1,0,,,,
1761394672.655152,44.228.249.3,192.168.1.74,80,58500,0,0,6,60,0x0012,80,58500,18,0,1,0,0,1,0,,,,
1761394672.658424,44.228.249.3,192.168.1.74,80,61309,0,0,6,60,0x0012,80,61309,18,0,1,0,0,1,0,,,,
1761394672.658424,44.228.249.3,192.168.1.74,80,54902,0,0,6,60,0x0012,80,54902,18,0,1,0,0,1,0,,,,
1761394672.658424,44.228.249.3,192.168.1.74,80,403,0,0,6,60,0x0012,80,403,18,0,1,0,0,1,0,,,,
1761394672.658424,44.228.249.3,192.168.1.74,80,54460,0,0,6,60,0x0012,80,54460,18,0,1,0,0,1,0,,,,
1761394672.658424,44.228.249.3,192.168.1.74,80,55980,0,0,6,60,0x0012,80,55980,18,0,1,0,0,1,0,,,,
1761394672.658424,44.228.249.3,192.168.1.74,80,1263,0,0,6,60,0x0012,80,1263,18,0,1,0,0,1,0,,,,
1761394672.658424,44.228.249.3,192.168.1.74,80,9322,0,0,6,60,0x0012,80,9322,18,0,1,0,0,1,0,,,,
1761394672.658424,44.228.249.3,192.168.1.74,80,13242,0,0,6,60,0x0012,80,13242,18,0,1,0,0,1,0,,,,
1761394672.65906,44.228.249.3,192.168.1.74,80,31348,0,0,6,60,0x0012,80,31348,18,0,1,0,0,1,0,,,,
1761394672.65906,44.228.249.3,192.168.1.74,80,56000,0,0,6,60,0x0012,80,56000,18,0,1,0,0,1,0,,,,
1761394672.65906,44.228.249.3,192.168.1.74,80,2190,0,0,6,60,0x0012,80,2190,18,0,1,0,0,1,0,,,,
1761394672.659061,44.228.249.3,192.168.1.74,80,21865,0,0,6,60,0x0012,80,21865,18,0,1,0,0,1,0,,,,
1761394672.659061,44.228.249.3,192.168.1.74,80,538,0,0,6,60,0x0012,80,538,18,0,1,0,0,1,0,,,,
1761394672.659061,44.228.249.3,192.168.1.74,80,51967,0,0,6,60,0x0012,80,51967,18,0,1,0,0,1,0,,,,
1761394672.659784,44.228.249.3,192.168.1.74,80,64563,0,0,6,60,0x0012,80,64563,18,0,1,0,0,1,0,,,,
1761394672.659784,44.228.249.3,192.168.1.74,80,20617,0,0,6,60,0x0012,80,20617,18,0,1,0,0,1,0,,,,
1761394672.659784,44.228.249.3,192.168.1.74,80,56858,0,0,6,60,0x0012,80,56858,18,0,1,0,0,1,0,,,,
1761394672.659784,44.228.249.3,192.168.1.74,80,16603,0,0,6,60,0x0012,80,16603,18,0,1,0,0,1,0,,,,
1761394672.659784,44.228.249.3,192.168.1.74,80,50332,0,0,6,60,0x0012,80,50332,18,0,1,0,0,1,0,,,,
1761394672.659784,44.228.249.3,192.168.1.74,80,5442,0,0,6,60,0x0012,80,5442,18,0,1,0,0,1,0,,,,
1761394672.660659,44.228.249.3,192.168.1.74,80,50228,0,0,6,60,0x0012,80,50228,18,0,1,0,0,1,0,,,,
1761394672.66066,44.228.249.3,192.168.1.74,80,59692,0,0,6,60,0x0012,80,59692,18,0,1,0,0,1,0,,,,
1761394672.66066,44.228.249.3,192.168.1.74,80,39462,0,0,6,60,0x0012,80,39462,18,0,1,0,0,1,0,,,,
1761394672.661246,44.228.249.3,192.168.1.74,80,30715,0,0,6,60,0x0012,80,30715,18,0,1,0,0,1,0,,,,
1761394672.661837,44.228.249.3,192.168.1.74,80,36940,0,0,6,60,0x0012,80,36940,18,0,1,0,0,1,0,,,,
1761394672.661837,44.228.249.3,192.168.1.74,80,35384,0,0,6,60,0x0012,80,35384,18,0,1,0,0,1,0,,,,
